track_ID,artist_name,genres,followers,artist_popularity,artist_url,track_name,album_name,release_date,duration_ms,explicit,track_popularity,energy,mode
251,ATEEZ,"k-pop, k-pop boy group",4174753,65,https://open.spotify.com/artist/68KmkJeZGfwe1OUaivBa2L,HALAZIA,SPIN OFF : FROM THE WITNESS,12/30/2022,197025,FALSE,65,0.884,0
252,ATEEZ,"k-pop, k-pop boy group",4174753,64,https://open.spotify.com/artist/68KmkJeZGfwe1OUaivBa2L,Blind,GOLDEN HOUR : Part.1,5/31/2024,198736,FALSE,64,0.651,0
253,ATEEZ,"k-pop, k-pop boy group",4174753,64,https://open.spotify.com/artist/68KmkJeZGfwe1OUaivBa2L,Guerrilla,THE WORLD EP.1 : MOVEMENT,7/29/2022,207921,FALSE,64,0.89,1
254,ATEEZ,"k-pop, k-pop boy group",4174753,64,https://open.spotify.com/artist/68KmkJeZGfwe1OUaivBa2L,Deja Vu,ZERO : FEVER Part.3,9/13/2021,196670,FALSE,64,0.835,0
255,ATEEZ,"k-pop, k-pop boy group",4174753,62,https://open.spotify.com/artist/68KmkJeZGfwe1OUaivBa2L,WONDERLAND,TREASURE EP.FIN : All To Action,10/8/2019,199013,FALSE,62,0.964,0
256,ATEEZ,"k-pop, k-pop boy group",4174753,62,https://open.spotify.com/artist/68KmkJeZGfwe1OUaivBa2L,IT's You ,THE WORLD EP.FIN : WILL,12/1/2023,209538,FALSE,62,0.709,1
257,All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,77,https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo,Dear Maria Count Me In,"So Wrong, It's Right",9/25/2007,182826,FALSE,77,0.895,1
258,All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,68,https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo,Monsters,"Wake Up, Sunshine",4/3/2020,174067,TRUE,68,0.845,0
259,All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,62,https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo,Weightless,Nothing Personal (Deluxe Version),7/7/2009,198000,TRUE,62,0.923,1
260,All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,61,https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo,Monsters,Monsters (feat. Demi Lovato and blackbear),12/4/2020,174424,TRUE,61,0.787,0
261,All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,45,https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo,Dear Maria Count Me In - ATL's Version,The Forever Sessions - Vol. 1,8/23/2024,187266,FALSE,45,0.837,1
262,All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,60,https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo,Fake As Hell,Fake As Hell (with Avril Lavigne),9/15/2023,179166,TRUE,60,0.911,0
263,All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,57,https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo,Remembering Sunday,"So Wrong, It's Right",9/25/2007,256733,FALSE,57,0.602,0
264,All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,53,https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo,Sleepwalking,Tell Me I'm Alive,3/17/2023,187344,FALSE,53,0.671,0
265,All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,56,https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo,A Love Like War ,Don't Panic: It's Longer Now!,9/30/2013,213740,FALSE,56,0.987,0
266,All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,55,https://open.spotify.com/artist/46gyXjRIvN1NL1eCB8GBxo,Break Your Little Heart,Nothing Personal (Deluxe Version),7/7/2009,171706,FALSE,55,0.951,1
267,Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,77,https://open.spotify.com/artist/4SsVbpTthjScTS7U2hmr1X,X'CLUSIVO ,X'CLUSIVO (REMIX),2/29/2024,208133,TRUE,77,0.552,1
268,Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,70,https://open.spotify.com/artist/4SsVbpTthjScTS7U2hmr1X,La Jumpa,Sr. Santos,12/1/2022,255693,TRUE,70,0.703,1
269,Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,76,https://open.spotify.com/artist/4SsVbpTthjScTS7U2hmr1X,Tu No Vive Asi,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),9/30/2016,264000,TRUE,76,0.514,0
270,Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,65,https://open.spotify.com/artist/4SsVbpTthjScTS7U2hmr1X,Hace Mucho Tiempo,"Sentimiento, Elegancia y Maldad",11/19/2013,171333,FALSE,65,0.782,0
271,Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,75,https://open.spotify.com/artist/4SsVbpTthjScTS7U2hmr1X,Pa' Que La Pases Bien,El Fenomeno,12/8/2008,214120,FALSE,75,0.755,0
272,Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,74,https://open.spotify.com/artist/4SsVbpTthjScTS7U2hmr1X,ALV,"Sentimiento, Elegancia y Más Maldad",11/17/2023,224285,FALSE,74,0.831,1
273,Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,74,https://open.spotify.com/artist/4SsVbpTthjScTS7U2hmr1X,Si Se Da - Remix,Si Se da Remix,8/2/2019,332240,TRUE,74,0.672,0
274,Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,73,https://open.spotify.com/artist/4SsVbpTthjScTS7U2hmr1X,Me Prefieres A Mi,Me Prefieres A Mi,1/1/2012,195657,FALSE,73,0.604,1
275,Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,72,https://open.spotify.com/artist/4SsVbpTthjScTS7U2hmr1X,Me Ama Me Odia,Me Ama Me Odia,9/1/2016,326936,FALSE,72,0.603,0
276,Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,67,https://open.spotify.com/artist/4SsVbpTthjScTS7U2hmr1X,PESO COMPLETO,ÉXODO,6/20/2024,193714,TRUE,67,0.701,1
277,A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,68,https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN,The Downfall Of Us All,Homesick,2/3/2009,209093,FALSE,68,0.881,1
278,A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,67,https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN,If It Means A Lot To You,Homesick,2/3/2009,243226,FALSE,67,0.536,1
279,A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,66,https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN,All I Want,What Separates Me From You,11/16/2010,202640,FALSE,66,0.981,0
280,A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,64,https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN,I'm Made Of Wax Larry What Are You Made Of?,Homesick,2/3/2009,180840,FALSE,64,0.97,0
281,A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,64,https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN,All Signs Point To Lauderdale,What Separates Me From You,11/16/2010,197200,TRUE,64,0.983,1
282,A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,63,https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN,Have Faith In Me,Homesick,2/3/2009,188813,FALSE,63,0.933,1
283,A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,62,https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN,Mr. Highway's Thinking About The End,Homesick,2/3/2009,255826,FALSE,62,0.916,0
284,A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,61,https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN,Since U Been Gone,For Those Who Have Heart (Deluxe Edition),1/22/2007,198266,FALSE,61,0.951,1
285,A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,61,https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN,Miracle,Miracle,7/21/2022,243977,TRUE,61,0.917,1
286,A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,58,https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN,Resentment,You're Welcome,3/5/2021,227266,FALSE,58,0.955,0
287,Alicia Keys,"neo soul, pop, r&b",11997483,83,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa,If I Ain't Got You,The Diary Of Alicia Keys,12/2/2003,228706,FALSE,83,0.444,1
288,Alicia Keys,"neo soul, pop, r&b",11997483,81,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa,My Boo,Confessions (Expanded Edition),3/23/2004,223440,FALSE,81,0.507,1
289,Alicia Keys,"neo soul, pop, r&b",11997483,74,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa,No One,No One (Remixes),10/9/2007,254523,FALSE,74,0.552,0
290,Alicia Keys,"neo soul, pop, r&b",11997483,76,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa,Fallin',Songs In A Minor,6/5/2001,210200,FALSE,76,0.609,0
291,Alicia Keys,"neo soul, pop, r&b",11997483,75,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa,Girl on Fire,Girl on Fire (Remixes) - EP,11/18/2012,224920,FALSE,75,0.706,1
292,Alicia Keys,"neo soul, pop, r&b",11997483,70,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa,Un-thinkable ,Un-thinkable (I'm Ready) (feat. Drake) [Remix],5/28/2010,282026,FALSE,70,0.603,1
293,Alicia Keys,"neo soul, pop, r&b",11997483,69,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa,Empire State of Mind  Broken Down,The Element Of Freedom,12/15/2009,216480,FALSE,69,0.368,1
294,Alicia Keys,"neo soul, pop, r&b",11997483,66,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa,You Don't Know My Name,The Diary Of Alicia Keys,12/2/2003,366733,FALSE,66,0.663,1
295,Alicia Keys,"neo soul, pop, r&b",11997483,66,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa,Un-thinkable ,The Element Of Freedom,12/15/2009,249240,FALSE,66,0.505,1
296,Alicia Keys,"neo soul, pop, r&b",11997483,64,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa,I’m Not The Only One ,In The Lonely Hour - 10th Anniversary Edition,8/2/2024,220253,FALSE,64,0.444,1
297,Ayesha Erotica,,1231864,73,https://open.spotify.com/artist/7M5pDtJpCdnftEQZtczYco,Emo Boy,Big Juicy,4/20/2016,154096,TRUE,73,0.698,0
298,Ayesha Erotica,,1231864,70,https://open.spotify.com/artist/7M5pDtJpCdnftEQZtczYco,Yummy,Fresh Meat,10/25/2017,160940,TRUE,70,0.659,0
299,Ayesha Erotica,,1231864,69,https://open.spotify.com/artist/7M5pDtJpCdnftEQZtczYco,BREAK A NECK ,BREAK A NECK (w/ Ayesha Erotica),4/17/2024,116330,TRUE,69,0.729,1
300,Ayesha Erotica,,1231864,69,https://open.spotify.com/artist/7M5pDtJpCdnftEQZtczYco,THE BADDEST  [feat. Ayesha Erotica],THE BADDEST (BADDER) [feat. Ayesha Erotica],7/19/2024,143994,TRUE,69,0.892,1
301,Ayesha Erotica,,1231864,68,https://open.spotify.com/artist/7M5pDtJpCdnftEQZtczYco,Yummy - Righteous Remix,Yummy (Righteous Remix),12/1/2023,164001,TRUE,68,0.578,0
302,Ayesha Erotica,,1231864,68,https://open.spotify.com/artist/7M5pDtJpCdnftEQZtczYco,Literal Legend,Fresh Meat,10/25/2017,164728,TRUE,68,0.81,1
303,Ayesha Erotica,,1231864,63,https://open.spotify.com/artist/7M5pDtJpCdnftEQZtczYco,Big Juicy,Big Juicy,4/20/2016,205191,TRUE,63,0.47,1
304,Ayesha Erotica,,1231864,63,https://open.spotify.com/artist/7M5pDtJpCdnftEQZtczYco,Sixteen,Big Juicy,4/20/2016,131982,TRUE,63,0.734,1
305,Ayesha Erotica,,1231864,62,https://open.spotify.com/artist/7M5pDtJpCdnftEQZtczYco,Vacation Bible School,Vacation Bible School,12/31/2018,291692,TRUE,62,0.605,0
306,Ayesha Erotica,,1231864,62,https://open.spotify.com/artist/7M5pDtJpCdnftEQZtczYco,Where You @,Barely Legal,6/16/2016,164307,TRUE,62,0.735,1
307,Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,82,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,Trance ,HEROES & VILLAINS,12/2/2022,194786,TRUE,82,0.552,0
308,Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,82,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,It's Up ,100 GIGS,8/10/2024,278000,TRUE,82,0.719,1
309,Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,57,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,RIVER,RIVER,8/3/2024,247272,TRUE,57,0.415,1
310,Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,70,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,pick up the phone,pick up the phone,6/3/2016,252262,TRUE,70,0.716,0
311,Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,73,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,Go Crazy,Slime & B,5/8/2020,176960,TRUE,73,0.578,0
312,Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,72,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,Hot  [feat. Gunna and Travis Scott],So Much Fun (Deluxe),12/20/2019,279906,TRUE,72,0.631,0
313,Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,71,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,Way 2 Sexy ,Certified Lover Boy,9/3/2021,257604,TRUE,71,0.597,0
314,Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,71,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,SKITZO ,UTOPIA,7/28/2023,366592,TRUE,71,0.551,0
315,Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,65,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,The London ,So Much Fun,8/16/2019,200186,TRUE,65,0.517,0
316,Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,69,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,Digits,Slime Season 3,3/25/2016,176386,TRUE,69,0.632,0
317,Avicii,"dance pop, edm, pop, pop dance",22976158,86,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,Wake Me Up,TRUE,1/1/2013,247426,FALSE,86,0.783,1
318,Avicii,"dance pop, edm, pop, pop dance",22976158,85,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,The Nights,The Days / Nights,1/1/2014,176658,FALSE,85,0.835,1
319,Avicii,"dance pop, edm, pop, pop dance",22976158,80,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,Waiting For Love,Stories,10/2/2015,230613,FALSE,80,0.736,0
320,Avicii,"dance pop, edm, pop, pop dance",22976158,79,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,Levels - Radio Edit,Levels,10/28/2011,199906,FALSE,79,0.889,0
321,Avicii,"dance pop, edm, pop, pop dance",22976158,78,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,Hey Brother,TRUE,1/1/2013,255093,FALSE,78,0.78,0
322,Avicii,"dance pop, edm, pop, pop dance",22976158,77,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,Without You ,AVĪCI - 01,8/10/2017,181672,TRUE,77,0.858,1
323,Avicii,"dance pop, edm, pop, pop dance",22976158,73,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,Addicted To You,TRUE,1/1/2013,148386,FALSE,73,0.785,0
324,Avicii,"dance pop, edm, pop, pop dance",22976158,62,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,I Could Be The One  - Radio Edit,I Could Be The One [Avicii vs Nicky Romero],1/1/2012,208320,FALSE,62,0.79,0
325,Avicii,"dance pop, edm, pop, pop dance",22976158,70,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,SOS ,TIM,6/6/2019,157202,FALSE,70,0.645,0
326,Avicii,"dance pop, edm, pop, pop dance",22976158,70,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,Lonely Together ,AVĪCI - 01,8/10/2017,181812,FALSE,70,0.666,1
327,aespa,k-pop girl group,6165098,75,https://open.spotify.com/artist/6YVMFz59CuY7ngCxTxjpxE,Supernova,Armageddon - The 1st Album,5/27/2024,178880,FALSE,75,0.747,0
328,aespa,k-pop girl group,6165098,78,https://open.spotify.com/artist/6YVMFz59CuY7ngCxTxjpxE,Armageddon,Armageddon - The 1st Album,5/27/2024,196466,FALSE,78,0.789,1
329,aespa,k-pop girl group,6165098,81,https://open.spotify.com/artist/6YVMFz59CuY7ngCxTxjpxE,Drama,Drama - The 4th Mini Album,11/10/2023,214973,FALSE,81,0.872,0
330,aespa,k-pop girl group,6165098,70,https://open.spotify.com/artist/6YVMFz59CuY7ngCxTxjpxE,Spicy,iScreaM Vol.26 : Spicy Remix,9/15/2023,197040,FALSE,70,0.898,0
331,aespa,k-pop girl group,6165098,72,https://open.spotify.com/artist/6YVMFz59CuY7ngCxTxjpxE,Savage,Savage - The 1st Mini Album,10/5/2021,238143,FALSE,72,0.879,1
332,aespa,k-pop girl group,6165098,71,https://open.spotify.com/artist/6YVMFz59CuY7ngCxTxjpxE,Next Level,Next Level,5/17/2021,221573,FALSE,71,0.852,0
333,aespa,k-pop girl group,6165098,67,https://open.spotify.com/artist/6YVMFz59CuY7ngCxTxjpxE,Black Mamba,Girls - The 2nd Mini Album,7/8/2022,174933,FALSE,67,0.912,1
334,aespa,k-pop girl group,6165098,70,https://open.spotify.com/artist/6YVMFz59CuY7ngCxTxjpxE,Hold On Tight,Hold On Tight,3/30/2023,149718,FALSE,70,0.816,1
335,aespa,k-pop girl group,6165098,61,https://open.spotify.com/artist/6YVMFz59CuY7ngCxTxjpxE,Live My Life,Armageddon - The 1st Album,5/27/2024,159133,FALSE,61,0.879,1
336,aespa,k-pop girl group,6165098,68,https://open.spotify.com/artist/6YVMFz59CuY7ngCxTxjpxE,Hot Mess,Hot Mess,7/3/2024,192375,FALSE,68,0.602,1
337,El Alfa,"dembow, rap dominicano, trap latino, urbano latino",3571462,78,https://open.spotify.com/artist/2oQX8QiMXOyuqbcZEFsZfm,ESTE,ESTE,7/4/2024,162058,FALSE,78,0.682,1
338,El Alfa,"dembow, rap dominicano, trap latino, urbano latino",3571462,75,https://open.spotify.com/artist/2oQX8QiMXOyuqbcZEFsZfm,4K,4K,3/12/2020,201500,FALSE,75,0.893,0
339,El Alfa,"dembow, rap dominicano, trap latino, urbano latino",3571462,75,https://open.spotify.com/artist/2oQX8QiMXOyuqbcZEFsZfm,Tacata ,Tacata (Remix),12/22/2023,156716,TRUE,75,0.678,1
340,El Alfa,"dembow, rap dominicano, trap latino, urbano latino",3571462,73,https://open.spotify.com/artist/2oQX8QiMXOyuqbcZEFsZfm,La Mamá de la Mamá,SAGITARIO,11/22/2022,219000,FALSE,73,0.927,1
341,El Alfa,"dembow, rap dominicano, trap latino, urbano latino",3571462,70,https://open.spotify.com/artist/2oQX8QiMXOyuqbcZEFsZfm,Los Aparatos,SAGITARIO,11/22/2022,232843,FALSE,70,0.878,1
342,El Alfa,"dembow, rap dominicano, trap latino, urbano latino",3571462,71,https://open.spotify.com/artist/2oQX8QiMXOyuqbcZEFsZfm,BEBÉ,Mis Manos,3/4/2021,197284,FALSE,71,0.72,1
343,El Alfa,"dembow, rap dominicano, trap latino, urbano latino",3571462,72,https://open.spotify.com/artist/2oQX8QiMXOyuqbcZEFsZfm,La Romana,X 100PRE,12/23/2018,300579,TRUE,72,0.726,1
344,El Alfa,"dembow, rap dominicano, trap latino, urbano latino",3571462,69,https://open.spotify.com/artist/2oQX8QiMXOyuqbcZEFsZfm,Suave ,El Hombre,11/2/2018,305526,FALSE,69,0.909,1
345,El Alfa,"dembow, rap dominicano, trap latino, urbano latino",3571462,69,https://open.spotify.com/artist/2oQX8QiMXOyuqbcZEFsZfm,PLEBADA,PLEBADA,6/8/2023,221739,FALSE,69,0.976,1
346,El Alfa,"dembow, rap dominicano, trap latino, urbano latino",3571462,69,https://open.spotify.com/artist/2oQX8QiMXOyuqbcZEFsZfm,Besalo,El Androide,5/15/2020,163265,FALSE,69,0.79,0
347,Alanis Morissette,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter",2887083,73,https://open.spotify.com/artist/6ogn9necmbUdCppmNnGOdi,Ironic - 2015 Remaster,Jagged Little Pill - 2015 Remaster,1995,230000,FALSE,73,0.582,1
348,Alanis Morissette,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter",2887083,68,https://open.spotify.com/artist/6ogn9necmbUdCppmNnGOdi,You Oughta Know - 2015 Remaster,Jagged Little Pill - 2015 Remaster,1995,249493,TRUE,68,0.834,1
349,Alanis Morissette,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter",2887083,68,https://open.spotify.com/artist/6ogn9necmbUdCppmNnGOdi,Hand in My Pocket - 2015 Remaster,Jagged Little Pill - 2015 Remaster,1995,222013,FALSE,68,0.655,1
350,Alanis Morissette,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter",2887083,64,https://open.spotify.com/artist/6ogn9necmbUdCppmNnGOdi,Head over Feet - 2015 Remaster,Jagged Little Pill - 2015 Remaster,1995,267293,FALSE,64,0.808,1
351,Alanis Morissette,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter",2887083,64,https://open.spotify.com/artist/6ogn9necmbUdCppmNnGOdi,Thank U,Supposed Former Infatuation Junkie,10/16/1998,258773,FALSE,64,0.616,1
352,Alanis Morissette,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter",2887083,61,https://open.spotify.com/artist/6ogn9necmbUdCppmNnGOdi,You Learn - 2015 Remaster,Jagged Little Pill - 2015 Remaster,1995,239640,FALSE,61,0.706,1
353,Alanis Morissette,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter",2887083,57,https://open.spotify.com/artist/6ogn9necmbUdCppmNnGOdi,Uninvited,The Collection (Standard Edition),11/11/2005,276200,FALSE,57,0.538,1
354,Alanis Morissette,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter",2887083,59,https://open.spotify.com/artist/6ogn9necmbUdCppmNnGOdi,Hands Clean,Under Rug Swept,2/25/2002,269400,FALSE,59,0.82,1
355,Alanis Morissette,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter",2887083,55,https://open.spotify.com/artist/6ogn9necmbUdCppmNnGOdi,All I Really Want - 2015 Remaster,Jagged Little Pill - 2015 Remaster,1995,284093,FALSE,55,0.896,0
356,Alanis Morissette,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter",2887083,53,https://open.spotify.com/artist/6ogn9necmbUdCppmNnGOdi,Crazy - James Michael Mix,The Collection (Standard Edition),11/11/2005,218760,FALSE,53,0.899,1
357,AURORA,"art pop, norwegian pop",3764619,71,https://open.spotify.com/artist/1WgXqy2Dd70QQOU7Ay074N,Runaway,All My Demons Greeting Me as a Friend (Deluxe),2014,248826,FALSE,71,0.276,1
358,AURORA,"art pop, norwegian pop",3764619,73,https://open.spotify.com/artist/1WgXqy2Dd70QQOU7Ay074N,Into the Unknown,Frozen 2 - Original Motion Picture Soundtrack/Deluxe Edition,11/15/2019,194848,FALSE,73,0.405,0
359,AURORA,"art pop, norwegian pop",3764619,62,https://open.spotify.com/artist/1WgXqy2Dd70QQOU7Ay074N,Cure For Me,The Gods We Can Touch,1/21/2022,201640,FALSE,62,0.738,0
360,AURORA,"art pop, norwegian pop",3764619,60,https://open.spotify.com/artist/1WgXqy2Dd70QQOU7Ay074N,Running with the Wolves,All My Demons Greeting Me as a Friend (Deluxe),2014,194760,FALSE,60,0.528,1
361,AURORA,"art pop, norwegian pop",3764619,65,https://open.spotify.com/artist/1WgXqy2Dd70QQOU7Ay074N,Butterflies ,Butterflies (feat. AURORA),1/27/2023,130666,FALSE,65,0.157,0
362,AURORA,"art pop, norwegian pop",3764619,55,https://open.spotify.com/artist/1WgXqy2Dd70QQOU7Ay074N,Starvation,What Happened To The Heart?,6/7/2024,207613,FALSE,55,0.808,0
363,AURORA,"art pop, norwegian pop",3764619,54,https://open.spotify.com/artist/1WgXqy2Dd70QQOU7Ay074N,To Be Alright,What Happened To The Heart?,6/7/2024,245640,FALSE,54,0.606,1
364,AURORA,"art pop, norwegian pop",3764619,52,https://open.spotify.com/artist/1WgXqy2Dd70QQOU7Ay074N,Some Type Of Skin,What Happened To The Heart?,6/7/2024,191333,FALSE,52,0.557,1
365,AURORA,"art pop, norwegian pop",3764619,52,https://open.spotify.com/artist/1WgXqy2Dd70QQOU7Ay074N,Your Blood,What Happened To The Heart?,6/7/2024,247493,FALSE,52,0.696,1
366,AURORA,"art pop, norwegian pop",3764619,52,https://open.spotify.com/artist/1WgXqy2Dd70QQOU7Ay074N,Everything Matters,The Gods We Can Touch,1/21/2022,213906,FALSE,52,0.323,0
367,Asake,"afrobeats, nigerian pop",3930967,73,https://open.spotify.com/artist/3a1tBryiczPAZpgoZN9Rzg,Active,Lungu Boy,8/8/2024,172597,TRUE,73,0.64,0
368,Asake,"afrobeats, nigerian pop",3930967,69,https://open.spotify.com/artist/3a1tBryiczPAZpgoZN9Rzg,Wave,Lungu Boy,8/8/2024,205879,FALSE,69,0.903,1
369,Asake,"afrobeats, nigerian pop",3930967,74,https://open.spotify.com/artist/3a1tBryiczPAZpgoZN9Rzg,MMS,Lungu Boy,8/8/2024,219628,FALSE,74,0.634,0
370,Asake,"afrobeats, nigerian pop",3930967,73,https://open.spotify.com/artist/3a1tBryiczPAZpgoZN9Rzg,Lonely At The Top,Work Of Art,6/15/2023,157714,FALSE,73,0.801,0
371,Asake,"afrobeats, nigerian pop",3930967,70,https://open.spotify.com/artist/3a1tBryiczPAZpgoZN9Rzg,Bandana,Playboy,8/4/2022,178225,TRUE,70,0.605,1
372,Asake,"afrobeats, nigerian pop",3930967,66,https://open.spotify.com/artist/3a1tBryiczPAZpgoZN9Rzg,Stubborn ,Stubborn,6/21/2024,176333,FALSE,66,0.757,0
373,Asake,"afrobeats, nigerian pop",3930967,70,https://open.spotify.com/artist/3a1tBryiczPAZpgoZN9Rzg,Happiness ,Happiness (feat. Asake & Gunna),12/7/2023,174743,FALSE,70,0.744,0
374,Asake,"afrobeats, nigerian pop",3930967,69,https://open.spotify.com/artist/3a1tBryiczPAZpgoZN9Rzg,Terminator,Mr. Money With The Vibe,9/7/2022,155897,FALSE,69,0.657,1
375,Asake,"afrobeats, nigerian pop",3930967,70,https://open.spotify.com/artist/3a1tBryiczPAZpgoZN9Rzg,Remember,Work Of Art,6/15/2023,182142,FALSE,70,0.675,1
